,ClosePrice,YearBuilt,OriginalListPrice,PostalCode,PropertySubType,BedroomsTotal,BathroomsTotalInteger,Latitude,Longitude,LivingArea,StoriesTotal,LotSizeSquareFeet,CloseDate,CommonWalls,Single Family Residence,Condominium,Multi,Townhouse,AppliancesYN,CoolingYN,FireplaceYN,HeatingYN,LaundryYN,ParkingYN,PatioYN,PoolPrivateYN,ViewYN,Age,CloseMonth,CloseYear,WinterIsComing,BondDate,Bond10Year
6083,1265000.0,1981.0,1275000.0,90403,Townhouse,2.0,3.0,34.026363,-118.49517,1650.0,2.0,7500.0,2016-11-03,0,0,0,0,1,1,0,1,1,1,1,0,0,0,39.0,11,2016,1,2016-10-04,1.69
6084,1020000.0,1963.0,995000.0,90403,Condominium,2.0,2.0,34.033089000000004,-118.486506,1353.0,1.0,7993.0,2016-09-23,0,0,1,0,0,1,1,1,1,0,1,0,0,1,57.0,9,2016,1,2016-08-24,1.56
6086,1170000.0,1974.0,1049000.0,90403,Townhouse,2.0,3.0,34.030454,-118.492615,1315.0,2.0,37499.0,2016-09-23,0,0,0,0,1,1,1,1,1,1,1,0,0,0,46.0,9,2016,1,2016-08-24,1.56
6087,2175000.0,2010.0,1979000.0,90403,Townhouse,3.0,3.0,34.034426,-118.48807,2319.0,3.0,16021.0,2016-08-19,0,0,0,0,1,1,1,1,1,1,1,1,0,0,10.0,8,2016,0,2016-07-20,1.59
6088,1315000.0,1981.0,1329000.0,90403,Condominium,2.0,3.0,34.027234,-118.493618,2054.0,2.0,7487.0,2016-09-09,0,0,1,0,0,1,1,1,1,1,1,1,0,0,39.0,9,2016,1,2016-08-10,1.5
6089,3675000.0,2009.0,3395000.0,90403,Single Family Residence,4.0,5.0,34.035395,-118.483463,3500.0,2.0,6105.0,2016-08-23,1,1,0,0,0,1,1,1,1,1,1,1,0,0,11.0,8,2016,0,2016-07-24,1.7957298013245218
6090,652000.0,1974.0,625000.0,90403,Condominium,1.0,1.0,34.030161,-118.493332,807.0,1.0,14996.0,2016-08-19,0,0,1,0,0,1,0,1,1,1,1,0,0,0,46.0,8,2016,0,2016-07-20,1.59
6091,1149000.0,1974.0,1189000.0,90403,Townhouse,2.0,3.0,34.031026000000004,-118.492501,1364.0,1.0,15006.0,2016-09-14,0,0,0,0,1,1,1,1,1,1,1,1,0,1,46.0,9,2016,1,2016-08-15,1.55
6092,2350000.0,1936.0,2295000.0,90403,Single Family Residence,3.0,3.0,34.041303000000006,-118.474191,1950.0,1.0,9004.0,2016-09-06,1,1,0,0,0,1,1,1,1,1,1,0,0,0,84.0,9,2016,1,2016-08-07,1.7957298013245218
6093,1855000.0,1949.0,1699000.0,90403,Single Family Residence,2.0,1.0,34.038144,-118.481065,1000.0,1.0,5059.0,2016-07-22,1,1,0,0,0,1,0,0,1,1,1,0,0,0,71.0,7,2016,0,2016-06-22,1.69
6094,1050000.0,1982.0,1099000.0,90403,Condominium,2.0,2.0,34.023683,-118.493863,1410.0,3.0,30008.0,2016-07-29,0,0,1,0,0,1,0,1,1,0,1,0,0,0,38.0,7,2016,0,2016-06-29,1.5
6095,925000.0,1969.0,875000.0,90403,Condominium,2.0,2.0,34.021298,-118.501416,1144.0,3.0,7506.0,2016-08-23,0,0,1,0,0,1,0,0,0,1,1,0,0,0,51.0,8,2016,0,2016-07-24,1.7957298013245218
6096,531000.0,1990.0,559000.0,90403,Condominium,1.0,1.0,34.020765999999995,-118.50077,885.0,1.0,30025.0,2017-02-01,0,0,1,0,0,1,0,0,1,1,1,0,0,0,30.0,2,2017,1,2017-01-02,1.77
6097,1150000.0,1981.0,1169000.0,90403,Townhouse,2.0,3.0,34.030757,-118.486635,1413.0,2.0,16000.0,2016-07-28,0,0,0,0,1,1,1,1,1,1,1,1,0,1,39.0,7,2016,0,2016-06-28,1.46
6099,1835000.0,2010.0,1650000.0,90403,Condominium,3.0,3.0,34.035125,-118.488888,1917.0,3.0,8010.0,2016-08-10,0,0,1,0,0,1,0,1,1,1,1,0,0,0,10.0,8,2016,0,2016-07-11,1.43
6100,1950000.0,1964.0,1850000.0,90403,Condominium,2.0,2.0,34.018654999999995,-118.502762,1232.0,1.0,18745.0,2016-08-25,0,0,1,0,0,1,0,0,1,1,1,0,0,1,56.0,8,2016,0,2016-07-26,1.57
6101,1070000.0,1974.0,870000.0,90403,Townhouse,3.0,3.0,34.035664000000004,-118.485833,1329.0,1.0,16003.0,2016-08-05,0,0,0,0,1,1,1,1,1,1,0,0,0,0,46.0,8,2016,0,2016-07-06,1.38
6102,2200000.0,2012.0,2289900.0,90403,Townhouse,3.0,3.0,34.027859,-118.495108,2460.0,3.0,7500.0,2016-10-05,0,0,0,0,1,1,1,1,1,1,1,1,0,0,8.0,10,2016,1,2016-09-05,1.77
6103,3020000.0,1923.0,3295000.0,90403,Single Family Residence,4.0,4.0,34.032441,-118.489382,3470.0,2.0,7482.0,2016-09-20,1,1,0,0,0,1,1,1,1,1,1,1,0,0,97.0,9,2016,1,2016-08-21,1.7957298013245218
6106,2840000.0,1981.0,2999000.0,90403,Condominium,2.0,2.0,34.019024,-118.503156,1836.0,4.0,14986.0,2016-09-29,0,0,1,0,0,1,1,1,1,1,1,1,0,1,39.0,9,2016,1,2016-08-30,1.57
6107,3500000.0,1937.0,3350000.0,90403,Single Family Residence,3.0,3.0,34.043518,-118.475063,2103.0,2.0,11805.0,2016-07-21,0,1,0,0,0,1,0,1,1,1,1,0,0,1,83.0,7,2016,0,2016-06-21,1.71
6110,1280000.0,1974.0,1099000.0,90403,Condominium,3.0,2.0,34.025659999999995,-118.499122,1381.0,3.0,14996.0,2016-07-11,0,0,1,0,0,1,1,1,1,1,1,0,0,0,46.0,7,2016,0,2016-06-11,1.7957298013245218
6111,1250000.0,1961.0,1285000.0,90403,Townhouse,3.0,3.0,34.034794,-118.481216,1945.0,1.0,6106.0,2016-08-04,0,0,0,0,1,1,0,1,1,1,1,1,0,1,59.0,8,2016,0,2016-07-05,1.37
6112,2725000.0,2010.0,2785000.0,90403,Condominium,4.0,5.0,34.034799,-118.486664,2931.0,1.0,16007.0,2016-08-02,0,0,1,0,0,1,1,1,1,1,1,0,0,1,10.0,8,2016,0,2016-07-03,1.7957298013245218
6114,2170000.0,1938.0,2399000.0,90403,Single Family Residence,3.0,2.0,34.034724,-118.481972,2090.0,2.0,5303.0,2016-08-13,1,1,0,0,0,1,0,1,1,1,1,1,0,0,82.0,8,2016,0,2016-07-14,1.53
6117,2880000.0,1940.0,3295000.0,90403,Single Family Residence,7.0,6.0,34.039796,-118.48108700000002,4260.0,2.0,7993.0,2017-02-03,1,1,0,0,0,1,0,0,1,1,1,1,1,0,80.0,2,2017,1,2017-01-04,2.46
6118,1520000.0,1988.0,1498000.0,90403,Townhouse,2.0,3.0,34.034309,-118.49156200000002,1737.0,2.0,7494.0,2016-08-02,0,0,0,0,1,1,1,1,1,1,1,1,0,0,32.0,8,2016,0,2016-07-03,1.7957298013245218
6120,577000.0,1948.0,569000.0,90403,Condominium,1.0,1.0,34.036107,-118.486351,584.0,2.0,7992.0,2016-06-09,0,0,1,0,0,1,0,0,0,1,1,1,0,0,72.0,6,2016,0,2016-05-10,1.77
6121,893000.0,1974.0,849000.0,90403,Condominium,2.0,2.0,34.030161,-118.493332,1035.0,2.0,14996.0,2016-07-01,0,0,1,0,0,1,0,1,1,1,1,0,0,0,46.0,7,2016,0,2016-06-01,1.85
6122,1859000.0,2002.0,1859000.0,90403,Townhouse,2.0,3.0,34.035555,-118.487526,2104.0,3.0,8002.0,2016-06-16,0,0,0,0,1,1,1,1,1,1,1,1,0,1,18.0,6,2016,0,2016-05-17,1.76
6123,1888000.0,1923.0,1888000.0,90403,Single Family Residence,2.0,2.0,34.034835,-118.48188,1181.0,1.0,5056.0,2016-07-06,1,1,0,0,0,1,1,1,1,1,1,0,0,0,97.0,7,2016,0,2016-06-06,1.73
6124,615000.0,1961.0,608000.0,90403,Condominium,1.0,1.0,34.034794,-118.481216,838.0,2.0,6106.0,2016-07-15,0,0,1,0,0,1,0,0,1,1,1,0,0,0,59.0,7,2016,0,2016-06-15,1.6
6125,1250000.0,1974.0,1199000.0,90403,Townhouse,2.0,3.0,34.025903,-118.495722,1630.0,2.0,7506.0,2016-06-22,0,0,0,0,1,1,1,1,1,1,0,0,0,0,46.0,6,2016,0,2016-05-23,1.84
6126,567250.0,1973.0,578000.0,90403,Condominium,1.0,1.0,34.030437,-118.495498,736.0,1.0,15005.0,2016-07-14,0,0,1,0,0,1,0,1,1,1,1,0,0,0,47.0,7,2016,0,2016-06-14,1.62
6127,1750000.0,1989.0,1595000.0,90403,Condominium,3.0,4.0,34.027533,-118.49081,2063.0,3.0,4999.0,2016-06-21,0,0,1,0,0,0,1,1,1,1,0,0,0,1,31.0,6,2016,0,2016-05-22,1.7957298013245218
6128,1369000.0,1974.0,1369000.0,90403,Townhouse,3.0,3.0,34.035245,-118.490041,1786.0,2.0,16015.0,2016-07-06,0,0,0,0,1,1,0,1,1,1,1,1,0,0,46.0,7,2016,0,2016-06-06,1.73
6129,959000.0,1973.0,959000.0,90403,Condominium,2.0,2.0,34.032744,-118.487164,1413.0,2.0,9919.0,2016-08-08,0,0,1,0,0,1,0,1,1,0,1,0,0,1,47.0,8,2016,0,2016-07-09,1.7957298013245218
6130,850000.0,1973.0,889000.0,90403,Condominium,2.0,2.0,34.025155,-118.504404,1130.0,1.0,15010.0,2016-08-03,0,0,1,0,0,1,1,1,1,1,1,0,0,0,47.0,8,2016,0,2016-07-04,1.77
6131,2050000.0,1948.0,2195000.0,90403,Single Family Residence,3.0,2.0,34.044785,-118.475775,1264.0,1.0,9562.0,2016-06-22,1,1,0,0,0,1,0,1,0,1,1,0,0,0,72.0,6,2016,0,2016-05-23,1.84
6133,803000.0,1972.0,799000.0,90403,Condominium,2.0,2.0,34.031611,-118.490251,1042.0,2.0,7513.0,2016-05-26,0,0,1,0,0,1,1,0,1,1,1,0,0,0,48.0,5,2016,0,2016-04-26,1.94
6134,924000.0,1962.0,899000.0,90403,Condominium,2.0,3.0,34.035814,-118.489694,1347.0,2.0,8012.0,2016-05-27,0,0,1,0,0,1,1,0,1,1,1,1,0,0,58.0,5,2016,0,2016-04-27,1.87
6135,1388000.0,1974.0,1075000.0,90403,Condominium,2.0,2.0,34.023977,-118.501659,1343.0,1.0,11987.0,2016-06-02,0,0,1,0,0,1,1,1,1,1,1,0,0,1,46.0,6,2016,0,2016-05-03,1.81
6136,1810000.0,1976.0,1895000.0,90403,Condominium,2.0,2.0,34.021707,-118.506282,1108.0,3.0,14990.0,2016-08-30,0,0,1,0,0,1,0,0,1,1,1,1,0,1,44.0,8,2016,0,2016-07-31,1.7957298013245218
6137,1150000.0,1971.0,1099000.0,90403,Condominium,3.0,3.0,34.022265000000004,-118.499619,1557.0,2.0,15010.0,2016-06-18,0,0,1,0,0,1,0,1,1,0,1,1,0,0,49.0,6,2016,0,2016-05-19,1.85
6138,570000.0,1937.0,599900.0,90403,Condominium,1.0,1.0,34.03197,-118.485197,588.0,1.0,8007.0,2016-08-30,0,0,1,0,0,1,0,0,0,1,0,1,0,1,83.0,8,2016,0,2016-07-31,1.7957298013245218
6139,1625000.0,2002.0,1649000.0,90403,Townhouse,2.0,3.0,34.03088,-118.496016,2123.0,3.0,7499.0,2016-06-02,0,0,0,0,1,1,1,1,1,1,0,1,0,0,18.0,6,2016,0,2016-05-03,1.81
6140,1150000.0,1989.0,1099000.0,90403,Townhouse,3.0,3.0,34.027425,-118.490911,1456.0,2.0,5015.0,2016-06-10,0,0,0,0,1,1,1,1,1,1,1,1,0,1,31.0,6,2016,0,2016-05-11,1.73
6141,3580000.0,2004.0,3695000.0,90403,Single Family Residence,5.0,6.0,34.044181,-118.475115,4594.0,3.0,8530.0,2016-08-05,1,1,0,0,0,1,1,1,1,1,1,1,0,1,16.0,8,2016,0,2016-07-06,1.38
6142,955000.0,1969.0,889000.0,90403,Condominium,2.0,2.0,34.024563,-118.502285,1229.0,1.0,15001.0,2016-05-19,0,0,1,0,0,1,0,0,1,1,1,0,0,0,51.0,5,2016,0,2016-04-19,1.79
6143,2185000.0,1937.0,1998000.0,90403,Single Family Residence,3.0,2.0,34.040638,-118.483292,1628.0,1.0,8333.0,2016-05-12,1,1,0,0,0,1,0,1,1,1,1,1,0,1,83.0,5,2016,0,2016-04-12,1.79
6146,1085000.0,1969.0,1085000.0,90403,Condominium,2.0,2.0,34.025939,-118.503471,1360.0,1.0,29999.0,2016-04-06,0,0,1,0,0,0,1,1,1,1,1,0,0,1,51.0,4,2016,0,2016-03-07,1.91
6147,3028000.0,1937.0,2895000.0,90403,Single Family Residence,4.0,3.0,34.036316,-118.483207,2347.0,2.0,5050.0,2016-04-27,1,1,0,0,0,1,0,1,1,1,1,1,0,0,83.0,4,2016,0,2016-03-28,1.89
6149,1271000.0,1974.0,1300000.0,90403,Townhouse,3.0,3.0,34.030944,-118.489503,1588.0,2.0,7504.0,2016-05-10,0,0,0,0,1,1,1,1,1,1,1,0,0,0,46.0,5,2016,0,2016-04-10,1.7957298013245218
6150,3250000.0,2003.0,3495000.0,90403,Single Family Residence,5.0,5.0,34.043963,-118.474779,4027.0,2.0,9984.0,2016-06-30,0,1,0,0,0,1,1,1,1,1,1,0,0,0,17.0,6,2016,0,2016-05-31,1.84
6151,4200000.0,2005.0,3895000.0,90403,Single Family Residence,5.0,5.0,34.03777,-118.485624,4244.0,2.0,8021.0,2016-05-06,1,1,0,0,0,1,1,1,1,1,1,1,0,1,15.0,5,2016,0,2016-04-06,1.76
6152,819000.0,1962.0,829000.0,90403,Condominium,2.0,2.0,34.036522,-118.490185,1152.0,2.0,8942.0,2016-06-09,0,0,1,0,0,0,0,0,1,0,1,0,0,0,58.0,6,2016,0,2016-05-10,1.77
6153,1275000.0,1982.0,1275000.0,90403,Condominium,3.0,2.0,34.023683,-118.493863,1344.0,3.0,30008.0,2016-05-24,0,0,1,0,0,1,1,1,1,0,1,0,0,0,38.0,5,2016,0,2016-04-24,1.7957298013245218
6154,1245000.0,1974.0,1249000.0,90403,Townhouse,2.0,3.0,34.031026000000004,-118.492501,1364.0,1.0,15006.0,2016-06-15,0,0,0,0,1,1,1,1,1,1,1,1,0,1,46.0,6,2016,0,2016-05-16,1.75
6155,840000.0,1969.0,899000.0,90403,Condominium,1.0,2.0,34.025939,-118.503471,1152.0,1.0,29999.0,2016-05-31,0,0,1,0,0,1,1,1,1,1,0,0,0,0,51.0,5,2016,0,2016-05-01,1.7957298013245218
6156,1295000.0,1981.0,1295000.0,90403,Condominium,2.0,3.0,34.033699,-118.490883,1629.0,3.0,7518.0,2016-05-03,0,0,1,0,0,1,0,1,1,1,0,0,0,1,39.0,5,2016,0,2016-04-03,1.7957298013245218
6157,640000.0,1973.0,655000.0,90403,Condominium,2.0,2.0,34.024993,-118.492834,910.0,1.0,7510.0,2016-05-04,0,0,1,0,0,1,0,1,1,1,1,0,0,0,47.0,5,2016,0,2016-04-04,1.78
6159,785600.0,1969.0,789950.0,90403,Condominium,2.0,2.0,34.024444,-118.495879,1068.0,2.0,7505.0,2016-06-10,0,0,1,0,0,1,0,1,1,1,1,0,0,0,51.0,6,2016,0,2016-05-11,1.73
6160,1520000.0,2005.0,1595000.0,90403,Townhouse,3.0,3.0,34.03467,-118.490166,1757.0,3.0,7988.0,2016-05-05,0,0,0,0,1,1,1,1,1,1,0,1,0,0,15.0,5,2016,0,2016-04-05,1.73
6161,4250000.0,2015.0,4495000.0,90403,Single Family Residence,5.0,7.0,34.04121,-118.473948,4959.0,2.0,9003.0,2016-05-13,1,1,0,0,0,1,1,1,1,1,1,0,0,1,5.0,5,2016,0,2016-04-13,1.77
6163,1200000.0,1974.0,990000.0,90403,Townhouse,3.0,3.0,34.035765000000005,-118.488807,1493.0,2.0,23993.0,2016-04-29,0,0,0,0,1,1,1,1,1,1,1,1,0,0,46.0,4,2016,0,2016-03-30,1.83
6164,642000.0,1969.0,635000.0,90403,Condominium,1.0,1.0,34.024444,-118.495879,731.0,1.0,7505.0,2016-04-21,0,0,1,0,0,1,1,1,1,1,1,0,0,1,51.0,4,2016,0,2016-03-22,1.94
6165,1920000.0,2008.0,1959000.0,90403,Townhouse,3.0,3.0,34.035849,-118.487829,1986.0,1.0,11493.0,2016-06-09,0,0,0,0,1,1,1,1,1,1,1,0,0,0,12.0,6,2016,0,2016-05-10,1.77
6166,651000.0,1974.0,609000.0,90403,Condominium,1.0,1.0,34.027297,-118.492582,624.0,1.0,7506.0,2016-03-28,0,0,1,0,0,1,0,0,1,1,1,1,0,0,46.0,3,2016,0,2016-02-27,1.7957298013245218
6167,1535000.0,2001.0,1568000.0,90403,Townhouse,2.0,3.0,34.025383000000005,-118.499581,1670.0,3.0,7498.0,2016-04-07,0,0,0,0,1,1,0,1,1,1,1,1,0,0,19.0,4,2016,0,2016-03-08,1.83
6168,2450000.0,1942.0,2495000.0,90403,Single Family Residence,3.0,2.0,34.03702,-118.480613,1796.0,1.0,6088.0,2016-04-18,1,1,0,0,0,1,1,0,1,1,0,0,0,0,78.0,4,2016,0,2016-03-19,1.7957298013245218
6169,787000.0,1974.0,749000.0,90403,Condominium,2.0,2.0,34.028919,-118.496317,965.0,1.0,7484.0,2016-04-15,0,0,1,0,0,0,1,0,1,1,1,0,0,1,46.0,4,2016,0,2016-03-16,1.94
6171,808000.0,1971.0,769000.0,90403,Condominium,2.0,2.0,34.037052,-118.487457,1090.0,2.0,8011.0,2016-03-23,0,0,1,0,0,1,0,1,1,0,0,0,0,1,49.0,3,2016,0,2016-02-22,1.77
6172,690000.0,1997.0,659000.0,90403,Condominium,1.0,1.0,34.028837,-118.494384,805.0,1.0,22518.0,2016-03-25,0,0,1,0,0,1,1,1,1,1,1,0,0,1,23.0,3,2016,0,2016-02-24,1.75
6173,2800000.0,1937.0,2499000.0,90403,Single Family Residence,4.0,3.0,34.039242,-118.476227,2420.0,1.0,7853.0,2016-03-03,1,1,0,0,0,1,1,1,1,1,1,1,0,0,83.0,3,2016,0,2016-02-02,1.87
6174,1250000.0,1981.0,1195000.0,90403,Townhouse,2.0,3.0,34.026363,-118.49517,1456.0,2.0,7500.0,2016-03-04,0,0,0,0,1,1,1,1,1,1,0,0,0,1,39.0,3,2016,0,2016-02-03,1.88
6176,4530000.0,2016.0,4495000.0,90403,Single Family Residence,5.0,6.0,34.03692,-118.485315,4463.0,2.0,7995.0,2016-03-03,1,1,0,0,0,1,1,1,1,1,1,0,0,0,4.0,3,2016,0,2016-02-02,1.87
6184,1480000.0,1974.0,1395000.0,90403,Townhouse,3.0,3.0,34.034081,-118.486839,1709.0,2.0,16029.0,2016-02-02,0,0,0,0,1,1,1,1,1,1,1,1,0,1,46.0,2,2016,1,2016-01-03,1.7957298013245218
6185,895000.0,1976.0,895000.0,90403,Condominium,3.0,2.0,34.029315000000004,-118.494967,1135.0,1.0,7512.0,2016-02-18,0,0,1,0,0,1,0,0,1,1,1,1,0,1,44.0,2,2016,1,2016-01-19,2.06
6186,996100.0,1974.0,989000.0,90403,Townhouse,2.0,3.0,34.023662,-118.49555,1319.0,1.0,7499.0,2016-03-08,0,0,0,0,1,1,0,1,1,1,1,1,0,1,46.0,3,2016,0,2016-02-07,1.7957298013245218
6311,745000.0,1968.0,750000.0,90403,Condominium,2.0,2.0,34.023349,-118.495338,828.0,2.0,7492.0,2016-02-10,0,0,1,0,0,1,1,0,1,1,1,1,0,1,52.0,2,2016,1,2016-01-11,2.17
6334,1660000.0,1979.0,1665000.0,90403,Townhouse,3.0,3.0,34.028764,-118.492442,1670.0,2.0,7511.0,2016-04-26,0,0,0,0,1,1,0,1,1,1,1,1,0,0,41.0,4,2016,0,2016-03-27,1.7957298013245218
6348,1550000.0,2000.0,1499000.0,90403,Townhouse,2.0,3.0,34.025706,-118.495492,1837.0,3.0,7494.0,2016-02-22,0,0,0,0,1,1,1,1,1,1,0,0,0,1,20.0,2,2016,1,2016-01-23,1.7957298013245218
6358,1025000.0,1974.0,1025000.0,90403,Condominium,2.0,2.0,34.024467,-118.494306,1460.0,2.0,15005.0,2016-01-12,0,0,1,0,0,1,1,1,1,1,1,1,0,1,46.0,1,2016,1,2015-12-13,1.7957298013245218
6362,1212500.0,1982.0,1275000.0,90403,Condominium,2.0,3.0,34.02926,-118.495993,1441.0,1.0,15007.0,2016-03-31,0,0,1,0,0,1,0,1,1,1,1,0,0,0,38.0,3,2016,0,2016-03-01,1.83
6365,2400000.0,1947.0,2399000.0,90403,Single Family Residence,3.0,2.0,34.043069,-118.476361,1650.0,1.0,8995.0,2016-02-25,1,1,0,0,0,1,0,1,1,1,0,1,0,1,73.0,2,2016,1,2016-01-26,2.01
6370,800000.0,1972.0,799000.0,90403,Condominium,2.0,2.0,34.02773,-118.493114,1337.0,3.0,15014.0,2016-02-09,0,0,1,0,0,0,0,1,1,1,1,0,0,0,48.0,2,2016,1,2016-01-10,1.7957298013245218
6437,1600215.0,2002.0,1729000.0,90403,Townhouse,2.0,3.0,34.042515,-118.481889,1399.0,3.0,7051.0,2016-01-28,0,0,0,0,1,1,1,1,1,1,1,1,0,1,18.0,1,2016,1,2015-12-29,2.32
6440,2183000.0,1946.0,2295000.0,90403,Single Family Residence,3.0,2.0,34.040384,-118.483108,1798.0,1.0,8319.0,2016-03-08,1,1,0,0,0,1,0,0,1,1,0,0,0,1,74.0,3,2016,0,2016-02-07,1.7957298013245218
6442,713675.0,1975.0,720000.0,90403,Townhouse,2.0,2.0,34.029353,-118.486577,927.0,2.0,15007.0,2016-01-29,0,0,0,0,1,1,0,1,1,1,1,0,0,0,45.0,1,2016,1,2015-12-30,2.31
6480,1650000.0,1976.0,1749000.0,90403,Condominium,2.0,2.0,34.021707,-118.506282,1356.0,2.0,14990.0,2016-05-02,0,0,1,0,0,1,0,0,1,1,1,1,0,1,44.0,5,2016,0,2016-04-02,1.7957298013245218
6494,4000000.0,2015.0,3995000.0,90403,Single Family Residence,5.0,6.0,34.04039,-118.481154,4077.0,2.0,7994.0,2016-02-02,0,1,0,0,0,1,1,1,1,1,1,0,0,0,5.0,2,2016,1,2016-01-03,1.7957298013245218
6519,1150000.0,1974.0,1095000.0,90403,Townhouse,3.0,3.0,34.035765000000005,-118.488807,1459.0,2.0,23993.0,2016-01-08,0,0,0,0,1,1,0,1,1,1,1,1,0,1,46.0,1,2016,1,2015-12-09,2.22
6531,740000.0,1970.0,695000.0,90403,Condominium,1.0,1.0,34.027802,-118.496852,1022.0,1.0,22518.0,2016-01-04,0,0,1,0,0,1,0,0,1,1,1,0,0,0,50.0,1,2016,1,2015-12-05,1.7957298013245218
6532,805000.0,1963.0,805000.0,90403,Condominium,2.0,2.0,34.023931,-118.49343799999998,962.0,2.0,7522.0,2016-05-20,0,0,1,0,0,1,1,0,0,1,1,0,0,0,57.0,5,2016,0,2016-04-20,1.85
6540,630000.0,1958.0,649000.0,90403,Condominium,2.0,2.0,34.026746,-118.500415,1180.0,3.0,7478.0,2016-01-11,0,0,1,0,0,1,0,0,1,1,1,0,0,1,62.0,1,2016,1,2015-12-12,1.7957298013245218
6546,1260000.0,1980.0,1399000.0,90403,Townhouse,2.0,3.0,34.034164000000004,-118.491388,1605.0,3.0,15026.0,2016-01-15,0,0,0,0,1,1,1,1,1,1,1,1,0,0,40.0,1,2016,1,2015-12-16,2.3
6549,1310000.0,1976.0,1349000.0,90403,Condominium,2.0,2.0,34.021707,-118.506282,1063.0,1.0,14990.0,2016-01-15,0,0,1,0,0,1,0,0,1,1,1,1,0,1,44.0,1,2016,1,2015-12-16,2.3
6555,1910000.0,2002.0,1995000.0,90403,Townhouse,3.0,4.0,34.019848,-118.501537,2013.0,4.0,7506.0,2016-02-24,0,0,0,0,1,1,1,1,1,0,1,1,0,0,18.0,2,2016,1,2016-01-25,2.03
6558,2085000.0,2015.0,2175000.0,90403,Townhouse,3.0,3.0,34.023507,-118.502131,2050.0,2.0,7517.0,2016-02-01,0,0,0,0,1,1,1,1,1,1,1,0,0,0,5.0,2,2016,1,2016-01-02,1.7957298013245218
6575,1000000.0,1969.0,1175000.0,90403,Condominium,2.0,2.0,34.025939,-118.503471,1470.0,1.0,29999.0,2016-01-08,0,0,1,0,0,1,0,1,1,1,1,1,0,0,51.0,1,2016,1,2015-12-09,2.22
6669,1725000.0,2010.0,1999000.0,90403,Townhouse,2.0,3.0,34.034799,-118.486664,1886.0,3.0,16007.0,2016-04-21,0,0,0,0,1,1,1,1,1,1,1,0,0,0,10.0,4,2016,0,2016-03-22,1.94
10387,1850000.0,1979.0,,90402,Condominium,2.0,2.0,34.026037,-118.512491,1308.0,1.0,22372.0,2019-09-13,0,0,1,0,0,1,1,1,1,1,1,0,0,1,41.0,9,2019,1,2019-08-14,1.59
10388,3595000.0,1924.0,3695000.0,90402,Single Family Residence,2.0,2.0,34.03232,-118.50401,2785.0,2.0,7502.0,2019-10-02,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,10,2019,1,2019-09-02,1.77
10389,3360000.0,1946.0,2998000.0,90402,Single Family Residence,3.0,3.0,34.032920000000004,-118.504713,2400.0,2.0,5985.0,2019-10-03,0,1,0,0,0,1,1,1,1,1,1,0,0,0,74.0,10,2019,1,2019-09-03,1.47
10390,3400000.0,1958.0,3400000.0,90402,Single Family Residence,2.0,3.0,34.031116,-118.514648,1589.0,2.0,6548.0,2019-10-01,1,1,0,0,0,1,1,1,1,0,1,0,0,1,62.0,10,2019,1,2019-09-01,2.2791922290388698
10391,4417000.0,1990.0,4280000.0,90402,Single Family Residence,4.0,4.0,34.038001,-118.510423,3306.0,1.0,5254.0,2019-09-25,0,1,0,0,0,1,0,1,1,1,1,0,1,1,30.0,9,2019,1,2019-08-26,1.54
10393,1025000.0,1948.0,959000.0,90402,Condominium,3.0,2.0,34.031171,-118.509569,1188.0,1.0,22012.0,2019-08-14,0,0,1,0,0,1,0,0,1,1,1,0,0,1,72.0,8,2019,0,2019-07-15,2.09
10394,3500000.0,1961.0,3650000.0,90402,Single Family Residence,5.0,4.0,34.046191,-118.493074,3004.0,2.0,8690.0,2019-09-27,0,1,0,0,0,0,1,1,1,1,1,0,1,0,59.0,9,2019,1,2019-08-28,1.47
10395,6770000.0,1950.0,6995000.0,90402,Single Family Residence,4.0,5.0,34.032629,-118.50899,3102.0,2.0,12369.0,2019-08-27,0,1,0,0,0,1,0,1,1,1,1,0,1,1,70.0,8,2019,0,2019-07-28,2.2791922290388698
10396,4225000.0,1927.0,3995000.0,90402,Single Family Residence,4.0,3.0,34.040739,-118.493485,3002.0,2.0,8939.0,2019-08-15,1,1,0,0,0,1,0,1,1,1,1,1,1,1,93.0,8,2019,0,2019-07-16,2.13
10397,3200000.0,1939.0,3295000.0,90402,Single Family Residence,3.0,2.0,34.034135,-118.495077,1715.0,1.0,7499.0,2019-08-20,1,1,0,0,0,0,1,1,1,1,0,0,0,1,81.0,8,2019,0,2019-07-21,2.2791922290388698
10398,1565000.0,1976.0,1795000.0,90402,Condominium,2.0,3.0,34.025163,-118.509907,1223.0,2.0,24954.0,2019-09-05,0,0,1,0,0,0,1,1,1,0,0,0,0,1,44.0,9,2019,1,2019-08-06,1.73
10400,6237500.0,1999.0,6395000.0,90402,Single Family Residence,6.0,6.0,34.040008,-118.490978,6312.0,2.0,9002.0,2019-10-09,1,1,0,0,0,1,1,1,1,1,1,1,1,0,21.0,10,2019,1,2019-09-09,1.63
10401,6500000.0,1991.0,5998000.0,90402,Single Family Residence,5.0,6.0,34.04033,-118.486889,5442.0,2.0,8688.0,2019-08-02,0,1,0,0,0,1,1,1,1,1,1,1,1,0,29.0,8,2019,0,2019-07-03,1.96
